review_id,phase,content_id,sample_group,difficulty,tier,category,scenario,speaker,voice_scope,text_primary,text_secondary,keyword,foil_acoustic,foil_semantic,foil_plausible,pack_id,contrast_type,position,storage_path_1,audio_url_1,storage_path_2,audio_url_2,storage_path_3,audio_url_3,storage_path_4,audio_url_4,clinical_focus,review_questions,recommended_action,reviewer_notes,disposition
conversation:conv_087,conversation,conv_087,greetings,3,2,greetings,,,both_prompt_and_response,No creo que nos hayamos conocido antes.,"No, soy Charles de contabilidad.",contabilidad,cantidad,finanzas,gerencia,,/tʃ/,,spanish/conversations/sergio/conv_087_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_087_prompt.mp3,spanish/conversations/sergio/conv_087_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_087_response.mp3,spanish/conversations/roma/conv_087_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_087_prompt.mp3,spanish/conversations/roma/conv_087_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_087_response.mp3,Erber comprehension in short turn-taking Spanish,"Do prompt, response, and foil options remain natural, distinct, and clinically useful across both voices?",pass_or_flag,,
conversation:conv_133,conversation,conv_133,weather,3,2,weather,,,both_prompt_and_response,¿Hubo algún daño por la tormenta?,Algunos árboles cayeron en Chestnut Street.,Calle Castaña,calle creciente,el barrio,algunas casas,,/tʃ/,,spanish/conversations/sergio/conv_133_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_133_prompt.mp3,spanish/conversations/sergio/conv_133_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_133_response.mp3,spanish/conversations/roma/conv_133_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_133_prompt.mp3,spanish/conversations/roma/conv_133_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_133_response.mp3,Erber comprehension in short turn-taking Spanish,"Do prompt, response, and foil options remain natural, distinct, and clinically useful across both voices?",pass_or_flag,,
conversation:conv_152,conversation,conv_152,work,4,3,work,,,both_prompt_and_response,¿Cuál fue el resultado de la presentación del cliente?,Eligieron nuestra firma entre otros tres finalistas.,otros tres finalistas,otros dos finalistas,la competencia,algunas otras firmas,,/θ/,,spanish/conversations/sergio/conv_152_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_152_prompt.mp3,spanish/conversations/sergio/conv_152_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/sergio/conv_152_response.mp3,spanish/conversations/roma/conv_152_prompt.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_152_prompt.mp3,spanish/conversations/roma/conv_152_response.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/conversations/roma/conv_152_response.mp3,Erber comprehension in short turn-taking Spanish,"Do prompt, response, and foil options remain natural, distinct, and clinically useful across both voices?",pass_or_flag,,
drill:drill_pack_13:drill_241,drill,drill_241,drill_pack_13,3,2,,,,both_words_both_voices,lata,rata,,,,,drill_pack_13,Liquid,Initial,spanish/drills/sergio/drill_pack_13/drill_241_lata.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/drill_pack_13/drill_241_lata.mp3,spanish/drills/sergio/drill_pack_13/drill_241_rata.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/drill_pack_13/drill_241_rata.mp3,spanish/drills/roma/drill_pack_13/drill_241_lata.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/drill_pack_13/drill_241_lata.mp3,spanish/drills/roma/drill_pack_13/drill_241_rata.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/drill_pack_13/drill_241_rata.mp3,Par de alta transferencia con mismas vocales y marco oclusivo.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:drill_pack_15:drill_281,drill,drill_281,drill_pack_15,2,1,,,,both_words_both_voices,mano,nano,,,,,drill_pack_15,Nasal,Initial,spanish/drills/sergio/drill_pack_15/drill_281_mano.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/drill_pack_15/drill_281_mano.mp3,spanish/drills/sergio/drill_pack_15/drill_281_nano.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/drill_pack_15/drill_281_nano.mp3,spanish/drills/roma/drill_pack_15/drill_281_mano.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/drill_pack_15/drill_281_mano.mp3,spanish/drills/roma/drill_pack_15/drill_281_nano.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/drill_pack_15/drill_281_nano.mp3,Par inicial de alta familiaridad con marco silábico compartido.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_b_vs_m_initial:drill_321,drill,drill_321,pack_es_b_vs_m_initial,3,2,,,,both_words_both_voices,bala,mala,,,,,pack_es_b_vs_m_initial,manner,initial,spanish/drills/sergio/pack_es_b_vs_m_initial/drill_321_bala.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_b_vs_m_initial/drill_321_bala.mp3,spanish/drills/sergio/pack_es_b_vs_m_initial/drill_321_mala.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_b_vs_m_initial/drill_321_mala.mp3,spanish/drills/roma/pack_es_b_vs_m_initial/drill_321_bala.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_b_vs_m_initial/drill_321_bala.mp3,spanish/drills/roma/pack_es_b_vs_m_initial/drill_321_mala.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_b_vs_m_initial/drill_321_mala.mp3,Par inicial de alta familiaridad con vocales idénticas y contraste labial estable.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_e_vs_a:drill_eae_001,drill,drill_eae_001,pack_es_e_vs_a,3,free,,,,both_words_both_voices,peso,paso,,,,,pack_es_e_vs_a,height,medial,spanish/drills/sergio/pack_es_e_vs_a/drill_eae_001_peso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_e_vs_a/drill_eae_001_peso.mp3,spanish/drills/sergio/pack_es_e_vs_a/drill_eae_001_paso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_e_vs_a/drill_eae_001_paso.mp3,spanish/drills/roma/pack_es_e_vs_a/drill_eae_001_peso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_e_vs_a/drill_eae_001_peso.mp3,spanish/drills/roma/pack_es_e_vs_a/drill_eae_001_paso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_e_vs_a/drill_eae_001_paso.mp3,Par de alta familiaridad con marco consonántico idéntico y contraste vocálico medial claro.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_f_vs_b:drill_fv_001,drill,drill_fv_001,pack_es_f_vs_b,2,free,,,,both_words_both_voices,foca,boca,,,,,pack_es_f_vs_b,place,initial,spanish/drills/sergio/pack_es_f_vs_b/drill_fv_001_foca.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_f_vs_b/drill_fv_001_foca.mp3,spanish/drills/sergio/pack_es_f_vs_b/drill_fv_001_boca.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_f_vs_b/drill_fv_001_boca.mp3,spanish/drills/roma/pack_es_f_vs_b/drill_fv_001_foca.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_f_vs_b/drill_fv_001_foca.mp3,spanish/drills/roma/pack_es_f_vs_b/drill_fv_001_boca.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_f_vs_b/drill_fv_001_boca.mp3,Par inicial de alta familiaridad con contraste labial fuerte.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_a:drill_ssh_001,drill,drill_ssh_001,pack_es_generalization_a,3,free,,,,both_words_both_voices,tía,día,,,,,pack_es_generalization_a,voicing,initial,spanish/drills/sergio/pack_es_generalization_a/drill_ssh_001_tia.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_a/drill_ssh_001_tia.mp3,spanish/drills/sergio/pack_es_generalization_a/drill_ssh_001_dia.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_a/drill_ssh_001_dia.mp3,spanish/drills/roma/pack_es_generalization_a/drill_ssh_001_tia.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_a/drill_ssh_001_tia.mp3,spanish/drills/roma/pack_es_generalization_a/drill_ssh_001_dia.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_a/drill_ssh_001_dia.mp3,Par bisílabo de alta familiaridad para contraste inicial /t/ vs /d/. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_b:drill_chdj_001,drill,drill_chdj_001,pack_es_generalization_b,2,free,,,,both_words_both_voices,tías,días,,,,,pack_es_generalization_b,voicing,initial,spanish/drills/sergio/pack_es_generalization_b/drill_chdj_001_tias.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_b/drill_chdj_001_tias.mp3,spanish/drills/sergio/pack_es_generalization_b/drill_chdj_001_dias.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_b/drill_chdj_001_dias.mp3,spanish/drills/roma/pack_es_generalization_b/drill_chdj_001_tias.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_b/drill_chdj_001_tias.mp3,spanish/drills/roma/pack_es_generalization_b/drill_chdj_001_dias.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_b/drill_chdj_001_dias.mp3,La extensión plural preserva el mismo contraste inicial. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_c:drill_201,drill,drill_201,pack_es_generalization_c,2,1,,,,both_words_both_voices,sume,fume,,,,,pack_es_generalization_c,place,initial,spanish/drills/sergio/pack_es_generalization_c/drill_201_sume.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_c/drill_201_sume.mp3,spanish/drills/sergio/pack_es_generalization_c/drill_201_fume.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_c/drill_201_fume.mp3,spanish/drills/roma/pack_es_generalization_c/drill_201_sume.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_c/drill_201_sume.mp3,spanish/drills/roma/pack_es_generalization_c/drill_201_fume.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_c/drill_201_fume.mp3,Marco corto de dos sílabas con contraste espectral inicial estable. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_d:drill_221,drill,drill_221,pack_es_generalization_d,3,2,,,,both_words_both_voices,bota,mota,,,,,pack_es_generalization_d,manner,initial,spanish/drills/sergio/pack_es_generalization_d/drill_221_bota.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_d/drill_221_bota.mp3,spanish/drills/sergio/pack_es_generalization_d/drill_221_mota.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_d/drill_221_mota.mp3,spanish/drills/roma/pack_es_generalization_d/drill_221_bota.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_d/drill_221_bota.mp3,spanish/drills/roma/pack_es_generalization_d/drill_221_mota.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_d/drill_221_mota.mp3,El marco con vocal redondeada amplía el mismo contraste labial inicial. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_e:drill_261,drill,drill_261,pack_es_generalization_e,3,2,,,,both_words_both_voices,polo,bolo,,,,,pack_es_generalization_e,voicing,initial,spanish/drills/sergio/pack_es_generalization_e/drill_261_polo.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_e/drill_261_polo.mp3,spanish/drills/sergio/pack_es_generalization_e/drill_261_bolo.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_e/drill_261_bolo.mp3,spanish/drills/roma/pack_es_generalization_e/drill_261_polo.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_e/drill_261_polo.mp3,spanish/drills/roma/pack_es_generalization_e/drill_261_bolo.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_e/drill_261_bolo.mp3,Par con vocal redondeada y ritmo igualado. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_f:drill_361,drill,drill_361,pack_es_generalization_f,3,2,,,,both_words_both_voices,pelos,palos,,,,,pack_es_generalization_f,height,medial,spanish/drills/sergio/pack_es_generalization_f/drill_361_pelos.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_f/drill_361_pelos.mp3,spanish/drills/sergio/pack_es_generalization_f/drill_361_palos.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_f/drill_361_palos.mp3,spanish/drills/roma/pack_es_generalization_f/drill_361_pelos.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_f/drill_361_pelos.mp3,spanish/drills/roma/pack_es_generalization_f/drill_361_palos.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_f/drill_361_palos.mp3,El marco pluralizado alarga la palabra sin cambiar el objetivo vocálico. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_g:drill_381,drill,drill_381,pack_es_generalization_g,3,2,,,,both_words_both_voices,catas,gatas,,,,,pack_es_generalization_g,voicing,initial,spanish/drills/sergio/pack_es_generalization_g/drill_381_catas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_g/drill_381_catas.mp3,spanish/drills/sergio/pack_es_generalization_g/drill_381_gatas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_g/drill_381_gatas.mp3,spanish/drills/roma/pack_es_generalization_g/drill_381_catas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_g/drill_381_catas.mp3,spanish/drills/roma/pack_es_generalization_g/drill_381_gatas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_g/drill_381_gatas.mp3,Par plural que mantiene la misma tarea de discriminación inicial. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_h:drill_401,drill,drill_401,pack_es_generalization_h,3,2,,,,both_words_both_voices,lima,lema,,,,,pack_es_generalization_h,height,medial,spanish/drills/sergio/pack_es_generalization_h/drill_401_lima.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_h/drill_401_lima.mp3,spanish/drills/sergio/pack_es_generalization_h/drill_401_lema.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_h/drill_401_lema.mp3,spanish/drills/roma/pack_es_generalization_h/drill_401_lima.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_h/drill_401_lima.mp3,spanish/drills/roma/pack_es_generalization_h/drill_401_lema.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_h/drill_401_lema.mp3,El marco nasal-sonorante compartido apoya una escucha vocálica focalizada. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_i:drill_421,drill,drill_421,pack_es_generalization_i,4,3,,,,both_words_both_voices,fibra,vibra,,,,,pack_es_generalization_i,place,initial,spanish/drills/sergio/pack_es_generalization_i/drill_421_fibra.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_i/drill_421_fibra.mp3,spanish/drills/sergio/pack_es_generalization_i/drill_421_vibra.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_i/drill_421_vibra.mp3,spanish/drills/roma/pack_es_generalization_i/drill_421_fibra.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_i/drill_421_fibra.mp3,spanish/drills/roma/pack_es_generalization_i/drill_421_vibra.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_i/drill_421_vibra.mp3,El marco con grupo compartido concentra la atención en el contraste labial inicial. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_j:drill_441,drill,drill_441,pack_es_generalization_j,3,2,,,,both_words_both_voices,domas,donas,,,,,pack_es_generalization_j,Nasal,medial,spanish/drills/sergio/pack_es_generalization_j/drill_441_domas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_j/drill_441_domas.mp3,spanish/drills/sergio/pack_es_generalization_j/drill_441_donas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_j/drill_441_donas.mp3,spanish/drills/roma/pack_es_generalization_j/drill_441_domas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_j/drill_441_domas.mp3,spanish/drills/roma/pack_es_generalization_j/drill_441_donas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_j/drill_441_donas.mp3,La extensión plural preserva el mismo contraste medial mientras añade duración. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_k:drill_461,drill,drill_461,pack_es_generalization_k,3,2,,,,both_words_both_voices,mudas,nudas,,,,,pack_es_generalization_k,Nasal,Initial,spanish/drills/sergio/pack_es_generalization_k/drill_461_mudas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_k/drill_461_mudas.mp3,spanish/drills/sergio/pack_es_generalization_k/drill_461_nudas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_k/drill_461_nudas.mp3,spanish/drills/roma/pack_es_generalization_k/drill_461_mudas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_k/drill_461_mudas.mp3,spanish/drills/roma/pack_es_generalization_k/drill_461_nudas.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_k/drill_461_nudas.mp3,La extensión plural preserva el mismo contraste inicial de mayor carga. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_generalization_l:drill_481,drill,drill_481,pack_es_generalization_l,4,3,,,,both_words_both_voices,misa,mesa,,,,,pack_es_generalization_l,height,medial,spanish/drills/sergio/pack_es_generalization_l/drill_481_misa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_l/drill_481_misa.mp3,spanish/drills/sergio/pack_es_generalization_l/drill_481_mesa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_generalization_l/drill_481_mesa.mp3,spanish/drills/roma/pack_es_generalization_l/drill_481_misa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_l/drill_481_misa.mp3,spanish/drills/roma/pack_es_generalization_l/drill_481_mesa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_generalization_l/drill_481_mesa.mp3,Par de alta familiaridad con marco consonántico idéntico y acento estable. Reasignado a un pack de generalización española validada tras retirar una familia de contraste moldeada por el inglés.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_i_vs_e:drill_ii_001,drill,drill_ii_001,pack_es_i_vs_e,2,free,,,,both_words_both_voices,piso,peso,,,,,pack_es_i_vs_e,height,medial,spanish/drills/sergio/pack_es_i_vs_e/drill_ii_001_piso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_i_vs_e/drill_ii_001_piso.mp3,spanish/drills/sergio/pack_es_i_vs_e/drill_ii_001_peso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_i_vs_e/drill_ii_001_peso.mp3,spanish/drills/roma/pack_es_i_vs_e/drill_ii_001_piso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_i_vs_e/drill_ii_001_piso.mp3,spanish/drills/roma/pack_es_i_vs_e/drill_ii_001_peso.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_i_vs_e/drill_ii_001_peso.mp3,Par de alta familiaridad con marco consonántico idéntico y contraste vocálico medial claro.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
drill:pack_es_i_vs_e_medial:drill_341,drill,drill_341,pack_es_i_vs_e_medial,2,1,,,,both_words_both_voices,pisa,pesa,,,,,pack_es_i_vs_e_medial,height,medial,spanish/drills/sergio/pack_es_i_vs_e_medial/drill_341_pisa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_i_vs_e_medial/drill_341_pisa.mp3,spanish/drills/sergio/pack_es_i_vs_e_medial/drill_341_pesa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/sergio/pack_es_i_vs_e_medial/drill_341_pesa.mp3,spanish/drills/roma/pack_es_i_vs_e_medial/drill_341_pisa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_i_vs_e_medial/drill_341_pisa.mp3,spanish/drills/roma/pack_es_i_vs_e_medial/drill_341_pesa.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/drills/roma/pack_es_i_vs_e_medial/drill_341_pesa.mp3,Par frecuente con marco consonántico idéntico y contraste medial claro /i/ frente a /e/.,"Are both drill words natural, distinct, and appropriate for the stated Spanish contrast and position?",pass_or_flag_pack,,
