id,drill_pack_id,pack_name,contrast_type,word_1_en,word_2_en,target_phoneme_en,contrast_phoneme_en,position,ipa_1,ipa_2,frequency_rank,difficulty,tier,clinical_note_en,source_row_id,source_language,target_language,translation_status,word_1_es,word_2_es,target_phoneme_es,contrast_phoneme_es,clinical_note_es
drill_sz_020,pack_es_s_vs_f,Fricative Contrast: /s/ vs /f/,place,sumará,fumará,/s/,/f/,initial,/sumaˈɾa/,/fumaˈɾa/,medium,3,free,Predictive verb frame keeps a clean initial /s/ versus /f/ task,drill_sz_020,es,es,clinically_reviewed,sumará,fumará,/s/,/f/,Marco verbal predictivo que conserva una tarea limpia de /s/ frente a /f/.
drill_ssh_001,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sip,ship,/s/,/ʃ/,initial,/sɪp/,/ʃɪp/,high,3,free,High frequency contrast,drill_ssh_001,en,es,machine_translated,sorbo,barco,,,Contraste de alta frecuencia
drill_ssh_002,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sea,she,/s/,/ʃ/,initial,/siː/,/ʃiː/,high,3,free,Common minimal pair,drill_ssh_002,en,es,machine_translated,mar,ella,,,Par mínimo común
drill_ssh_003,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sell,shell,/s/,/ʃ/,initial,/sɛl/,/ʃɛl/,high,3,free,Short vowel context,drill_ssh_003,en,es,machine_translated,vender,caparazón,,,Contexto vocal corto
drill_ssh_004,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sock,shock,/s/,/ʃ/,initial,/sɑk/,/ʃɑk/,high,3,free,Open vowel,drill_ssh_004,en,es,machine_translated,calcetín,choque,,,vocal abierta
drill_ssh_005,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,seat,sheet,/s/,/ʃ/,initial,/siːt/,/ʃiːt/,high,3,free,Long vowel,drill_ssh_005,en,es,machine_translated,asiento,hoja,,,vocal larga
drill_ssh_006,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,save,shave,/s/,/ʃ/,initial,/seɪv/,/ʃeɪv/,high,3,free,Diphthong context,drill_ssh_006,en,es,machine_translated,ahorrar,afeitar,,,Contexto diptongo
drill_ssh_007,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sore,shore,/s/,/ʃ/,initial,/sɔr/,/ʃɔr/,high,3,free,R-colored vowel,drill_ssh_007,en,es,machine_translated,doloroso,costa,,,vocal de color R
drill_ssh_008,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,so,show,/s/,/ʃ/,initial,/soʊ/,/ʃoʊ/,high,3,free,High frequency,drill_ssh_008,en,es,machine_translated,entonces,espectáculo,,,Frecuencia alta
drill_ssh_009,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sue,shoe,/s/,/ʃ/,initial,/suː/,/ʃuː/,high,3,free,Back vowel,drill_ssh_009,en,es,machine_translated,demandar,zapato,,,Vocal posterior
drill_ssh_010,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,sack,shack,/s/,/ʃ/,initial,/sæk/,/ʃæk/,medium,3,free,Less common,drill_ssh_010,en,es,machine_translated,bolsa,choza,,,Menos común
drill_ssh_011,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,mass,mash,/s/,/ʃ/,final,/mæs/,/mæʃ/,high,3,free,Final position,drill_ssh_011,en,es,machine_translated,masa,mezcla,,,Posición final
drill_ssh_012,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,bass,bash,/s/,/ʃ/,final,/bæs/,/bæʃ/,medium,3,free,Clear contrast,drill_ssh_012,en,es,machine_translated,bajo,intento,,,Claro contraste
drill_ssh_013,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,mess,mesh,/s/,/ʃ/,final,/mɛs/,/mɛʃ/,medium,3,free,Short vowel,drill_ssh_013,en,es,machine_translated,desorden,malla,,,vocal corta
drill_ssh_014,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,gas,gash,/s/,/ʃ/,final,/ɡæs/,/ɡæʃ/,high,3,free,Common words,drill_ssh_014,en,es,machine_translated,gas,tajo,,,Palabras comunes
drill_ssh_015,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,leash,lease,/ʃ/,/s/,final,/liːʃ/,/liːs/,medium,3,free,Reversed contrast,drill_ssh_015,en,es,machine_translated,correa,alquiler,,,Contraste invertido
drill_ssh_016,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,wish,whisk,/ʃ/,/s/,final,/wɪʃ/,/wɪsk/,medium,4,free,Cluster comparison,drill_ssh_016,en,es,machine_translated,desear,batidor,,,Comparación de conglomerados
drill_ssh_017,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,diss,dish,/s/,/ʃ/,final,/dɪs/,/dɪʃ/,medium,3,free,Slang vs common,drill_ssh_017,en,es,machine_translated,disentir,plato,,,Argot versus común
drill_ssh_018,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,class,clash,/s/,/ʃ/,final,/klæs/,/klæʃ/,high,3,free,Cluster initial,drill_ssh_018,en,es,machine_translated,clase,choque,,,Inicial del cluster
drill_ssh_019,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,puss,push,/s/,/ʃ/,final,/pʊs/,/pʊʃ/,medium,4,free,High back vowel,drill_ssh_019,en,es,machine_translated,cara,empujar,,,vocal posterior alta
drill_ssh_020,pack_s_vs_sh,Sibilants: /s/ vs /ʃ/,place,crass,crash,/s/,/ʃ/,final,/kræs/,/kræʃ/,medium,4,free,Cluster comparison,drill_ssh_020,en,es,machine_translated,craso,chocar,,,Comparación de conglomerados
drill_thth_001,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tia,dia,/t/,/d/,initial,/ˈti.a/,/ˈdi.a/,high,3,free,High-familiarity bisyllabic initial stop contrast,drill_thth_001,es,es,clinically_reviewed,tía,día,/t/,/d/,Par bisílabo de alta familiaridad para contraste inicial /t/ vs /d/.
drill_thth_002,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tuna,duna,/t/,/d/,initial,/ˈtu.na/,/ˈdu.na/,high,3,free,Common lexical pair with stable initial voicing cue,drill_thth_002,es,es,clinically_reviewed,tuna,duna,/t/,/d/,Par léxico frecuente con pista robusta de sonoridad en posición inicial.
drill_thth_003,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,toma,doma,/t/,/d/,initial,/ˈto.ma/,/ˈdo.ma/,high,3,free,Matched vowel frame for initial stop contrast,drill_thth_003,es,es,clinically_reviewed,toma,doma,/t/,/d/,Marco vocálico igualado para contraste inicial de oclusivas.
drill_thth_004,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tomo,domo,/t/,/d/,initial,/ˈto.mo/,/ˈdo.mo/,medium,3,free,Controlled two-syllable onset contrast,drill_thth_004,es,es,clinically_reviewed,tomo,domo,/t/,/d/,Contraste inicial controlado en palabras bisilábicas.
drill_thth_005,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tomas,domas,/t/,/d/,initial,/ˈto.mas/,/ˈdo.mas/,medium,3,free,Same-frame verb forms stabilize the onset contrast,drill_thth_005,es,es,clinically_reviewed,tomas,domas,/t/,/d/,Formas verbales en el mismo marco para estabilizar el contraste inicial.
drill_thth_006,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tomen,domen,/t/,/d/,initial,/ˈto.men/,/ˈdo.men/,medium,4,free,Plural verb forms extend the same onset frame at higher difficulty,drill_thth_006,es,es,clinically_reviewed,tomen,domen,/t/,/d/,Formas verbales plurales que mantienen el mismo marco con mayor dificultad.
drill_thth_007,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,tenso,denso,/t/,/d/,initial,/ˈten.so/,/ˈden.so/,high,4,free,Near-minimal adjective pair with strong onset cue,drill_thth_007,es,es,clinically_reviewed,tenso,denso,/t/,/d/,Par casi mínimo de adjetivos con pista clara de sonoridad inicial.
drill_thth_008,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,seta,seda,/t/,/d/,medial,/ˈse.ta/,/ˈse.da/,high,4,free,Intervocalic medial contrast in a common two-syllable frame,drill_thth_008,es,es,clinically_reviewed,seta,seda,/t/,/d/,Contraste medial intervocálico en marco bisílabo frecuente.
drill_thth_009,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,coto,codo,/t/,/d/,medial,/ˈko.to/,/ˈko.do/,medium,4,free,Balanced medial contrast with stable vowel context,drill_thth_009,es,es,clinically_reviewed,coto,codo,/t/,/d/,Contraste medial equilibrado con contexto vocálico estable.
drill_thth_010,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,moto,modo,/t/,/d/,medial,/ˈmo.to/,/ˈmo.do/,high,3,free,High-familiarity medial stop contrast,drill_thth_010,es,es,clinically_reviewed,moto,modo,/t/,/d/,Contraste medial de alta familiaridad entre oclusivas.
drill_thth_011,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,loto,lodo,/t/,/d/,medial,/ˈlo.to/,/ˈlo.do/,medium,4,free,Medial contrast with rounded vowel support,drill_thth_011,es,es,clinically_reviewed,loto,lodo,/t/,/d/,Contraste medial con soporte de vocal redondeada.
drill_thth_012,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,bota,boda,/t/,/d/,medial,/ˈbo.ta/,/ˈbo.da/,high,3,free,Common lexical pair in an open syllable frame,drill_thth_012,es,es,clinically_reviewed,bota,boda,/t/,/d/,Par frecuente en marco silábico abierto.
drill_thth_013,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,nata,nada,/t/,/d/,medial,/ˈna.ta/,/ˈna.da/,high,3,free,Very familiar medial pair with clear semantic separation,drill_thth_013,es,es,clinically_reviewed,nata,nada,/t/,/d/,Par medial muy familiar con separación semántica clara.
drill_thth_014,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,cata,cada,/t/,/d/,medial,/ˈka.ta/,/ˈka.da/,medium,4,free,Medial contrast using a productive Spanish lexical frame,drill_thth_014,es,es,clinically_reviewed,cata,cada,/t/,/d/,Contraste medial en un marco léxico productivo del español.
drill_thth_015,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,salto,saldo,/t/,/d/,medial,/ˈsal.to/,/ˈsal.do/,high,4,free,Post-liquid stop contrast with retained coda support,drill_thth_015,es,es,clinically_reviewed,salto,saldo,/t/,/d/,Contraste de oclusivas tras líquida con apoyo de coda retenida.
drill_thth_016,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,falta,falda,/t/,/d/,medial,/ˈfal.ta/,/ˈfal.da/,high,4,free,Highly functional post-liquid minimal contrast,drill_thth_016,es,es,clinically_reviewed,falta,falda,/t/,/d/,Contraste postlíquido de alta funcionalidad comunicativa.
drill_thth_017,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,suelto,sueldo,/t/,/d/,medial,/ˈswel.to/,/ˈswel.do/,high,5,free,Higher-load cluster context with preserved vowel match,drill_thth_017,es,es,clinically_reviewed,suelto,sueldo,/t/,/d/,Contexto de mayor carga con grupo consonántico y vocales igualadas.
drill_thth_018,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,dato,dado,/t/,/d/,medial,/ˈda.to/,/ˈda.do/,high,4,free,Shared onset increases focus on medial stop discrimination,drill_thth_018,es,es,clinically_reviewed,dato,dado,/t/,/d/,Inicio compartido que concentra la tarea en la discriminación medial.
drill_thth_019,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,pito,pido,/t/,/d/,medial,/ˈpi.to/,/ˈpi.do/,medium,4,free,Same-onset pair keeps attention on medial /t/ versus /d/,drill_thth_019,es,es,clinically_reviewed,pito,pido,/t/,/d/,Par con mismo inicio que centra la escucha en /t/ frente a /d/ en posición medial.
drill_thth_020,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,voicing,pita,pida,/t/,/d/,medial,/ˈpi.ta/,/ˈpi.da/,medium,5,free,Verb-form contrast raises lexical load while preserving the medial cue,drill_thth_020,es,es,clinically_reviewed,pita,pida,/t/,/d/,Contraste con forma verbal que aumenta la carga léxica sin perder la pista medial.
drill_chdj_001,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chin,gin,/tʃ/,/dʒ/,initial,/tʃɪn/,/dʒɪn/,high,2,free,Clear affricate contrast,drill_chdj_001,en,es,machine_translated,mentón,Ginebra,,,Claro contraste africado
drill_chdj_002,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,cheer,jeer,/tʃ/,/dʒ/,initial,/tʃɪr/,/dʒɪr/,medium,3,free,R-colored vowel,drill_chdj_002,en,es,machine_translated,alegría,burla,,,vocal de color R
drill_chdj_003,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chest,jest,/tʃ/,/dʒ/,initial,/tʃɛst/,/dʒɛst/,medium,3,free,Cluster ending,drill_chdj_003,en,es,machine_translated,pecho,broma,,,Final del grupo
drill_chdj_004,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,choke,joke,/tʃ/,/dʒ/,initial,/tʃoʊk/,/dʒoʊk/,high,2,free,Common words,drill_chdj_004,en,es,machine_translated,ahogo,broma,,,Palabras comunes
drill_chdj_005,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,cheap,jeep,/tʃ/,/dʒ/,initial,/tʃiːp/,/dʒiːp/,high,2,free,Long vowel,drill_chdj_005,en,es,machine_translated,barato,jeep,,,vocal larga
drill_chdj_006,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chain,Jane,/tʃ/,/dʒ/,initial,/tʃeɪn/,/dʒeɪn/,high,2,free,Name pair,drill_chdj_006,en,es,machine_translated,cadena,jane,,,par de nombres
drill_chdj_007,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chew,Jew,/tʃ/,/dʒ/,initial,/tʃuː/,/dʒuː/,medium,3,free,Back vowel,drill_chdj_007,en,es,machine_translated,masticar,judío,,,Vocal posterior
drill_chdj_008,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chill,Jill,/tʃ/,/dʒ/,initial,/tʃɪl/,/dʒɪl/,medium,2,free,Name pair,drill_chdj_008,en,es,machine_translated,enfriar,Jill,,,par de nombres
drill_chdj_009,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,chug,jug,/tʃ/,/dʒ/,initial,/tʃʌɡ/,/dʒʌɡ/,medium,2,free,Short vowel,drill_chdj_009,en,es,machine_translated,resoplar,jarra,,,vocal corta
drill_chdj_010,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,char,jar,/tʃ/,/dʒ/,initial,/tʃɑr/,/dʒɑr/,high,2,free,R-colored vowel,drill_chdj_010,en,es,machine_translated,carbonizarse,frasco,,,vocal de color R
drill_chdj_011,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,batch,badge,/tʃ/,/dʒ/,final,/bætʃ/,/bædʒ/,high,2,free,Final affricate,drill_chdj_011,en,es,machine_translated,lote,insignia,,,africada final
drill_chdj_012,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,rich,ridge,/tʃ/,/dʒ/,final,/rɪtʃ/,/rɪdʒ/,high,2,free,Common contrast,drill_chdj_012,en,es,machine_translated,rico,cresta,,,Contraste común
drill_chdj_013,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,match,Madge,/tʃ/,/dʒ/,final,/mætʃ/,/mædʒ/,medium,3,free,Name pair,drill_chdj_013,en,es,machine_translated,fósforo,magdalena,,,par de nombres
drill_chdj_014,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,larch,large,/tʃ/,/dʒ/,final,/lɑrtʃ/,/lɑrdʒ/,medium,3,free,R-colored,drill_chdj_014,en,es,machine_translated,alerce,grande,,,color R
drill_chdj_015,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,etch,edge,/tʃ/,/dʒ/,final,/ɛtʃ/,/ɛdʒ/,high,2,free,Clear minimal pair,drill_chdj_015,en,es,needs_pack_redesign,grabar al agua fuerte,borde,,,El contraste /tʃ/ vs /dʒ/ requiere sustitución española consistente a nivel de pack
drill_chdj_016,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,search,surge,/tʃ/,/dʒ/,final,/sɜrtʃ/,/sɜrdʒ/,high,3,free,Common words,drill_chdj_016,en,es,machine_translated,buscar,aumento,,,Palabras comunes
drill_chdj_017,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,hatch,Madge,/tʃ/,/dʒ/,final,/hætʃ/,/mædʒ/,medium,3,free,Different context,drill_chdj_017,en,es,machine_translated,escotilla,magdalena,,,Contexto diferente
drill_chdj_018,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,perch,purge,/tʃ/,/dʒ/,final,/pɜrtʃ/,/pɜrdʒ/,medium,3,free,R-colored vowel,drill_chdj_018,en,es,machine_translated,perca,purga,,,vocal de color R
drill_chdj_019,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,lunch,lunge,/tʃ/,/dʒ/,final,/lʌntʃ/,/lʌndʒ/,high,2,free,Common words,drill_chdj_019,en,es,machine_translated,almuerzo,estocada,,,Palabras comunes
drill_chdj_020,pack_ch_vs_j,Voicing: /tʃ/ vs /dʒ/,voicing,much,mug,/tʃ/,/ɡ/,final,/mʌtʃ/,/mʌɡ/,high,3,free,Different final,drill_chdj_020,en,es,machine_translated,mucho,taza,,,Final diferente
drill_ii_001,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,beat,bit,/iː/,/ɪ/,medial,/biːt/,/bɪt/,high,2,free,Duration and formant cues,drill_ii_001,en,es,machine_translated,derrotar,poco,,,Señales de duración y formantes.
drill_ii_002,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,feet,fit,/iː/,/ɪ/,medial,/fiːt/,/fɪt/,high,2,free,Common pair,drill_ii_002,en,es,machine_translated,pies,adaptar,,,par común
drill_ii_003,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,heat,hit,/iː/,/ɪ/,medial,/hiːt/,/hɪt/,high,2,free,H-initial context,drill_ii_003,en,es,machine_translated,calor,golpear,,,H-contexto inicial
drill_ii_004,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,seat,sit,/iː/,/ɪ/,medial,/siːt/,/sɪt/,high,2,free,Very common,drill_ii_004,en,es,machine_translated,asiento,sentarse,,,muy común
drill_ii_005,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,meat,mitt,/iː/,/ɪ/,medial,/miːt/,/mɪt/,high,2,free,Food vs sports,drill_ii_005,en,es,machine_translated,carne,guante,,,Comida vs deportes
drill_ii_006,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,bead,bid,/iː/,/ɪ/,medial,/biːd/,/bɪd/,high,2,free,Final voiced,drill_ii_006,en,es,machine_translated,talón,licitación,,,voz final
drill_ii_007,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,lead,lid,/iː/,/ɪ/,medial,/liːd/,/lɪd/,high,2,free,L-initial,drill_ii_007,en,es,machine_translated,dirigir,tapa,,,L-inicial
drill_ii_008,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,peel,pill,/iː/,/ɪ/,medial,/piːl/,/pɪl/,high,2,free,L-final,drill_ii_008,en,es,machine_translated,cáscara,píldora,,,L-final
drill_ii_009,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,heel,hill,/iː/,/ɪ/,medial,/hiːl/,/hɪl/,high,2,free,Common words,drill_ii_009,en,es,machine_translated,tacón,colina,,,Palabras comunes
drill_ii_010,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,steal,still,/iː/,/ɪ/,medial,/stiːl/,/stɪl/,high,2,free,ST-cluster,drill_ii_010,en,es,machine_translated,robar,aún,,,grupo ST
drill_ii_011,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,deed,did,/iː/,/ɪ/,medial,/diːd/,/dɪd/,high,2,free,D-context,drill_ii_011,en,es,machine_translated,escritura,hizo,,,contexto D
drill_ii_012,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,lean,Lynn,/iː/,/ɪ/,medial,/liːn/,/lɪn/,medium,3,free,Name pair,drill_ii_012,en,es,machine_translated,inclinarse,lynn,,,par de nombres
drill_ii_013,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,peak,pick,/iː/,/ɪ/,medial,/piːk/,/pɪk/,high,2,free,K-final,drill_ii_013,en,es,machine_translated,cima,elegir,,,K-final
drill_ii_014,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,sleep,slip,/iː/,/ɪ/,medial,/sliːp/,/slɪp/,high,2,free,Cluster initial,drill_ii_014,en,es,machine_translated,dormir,deslizar,,,Inicial del cluster
drill_ii_015,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,wheat,whit,/iː/,/ɪ/,medial,/wiːt/,/wɪt/,medium,3,free,W-initial,drill_ii_015,en,es,machine_translated,trigo,ápice,,,W-inicial
drill_ii_016,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,teen,tin,/iː/,/ɪ/,medial,/tiːn/,/tɪn/,high,2,free,T-context,drill_ii_016,en,es,machine_translated,adolescente,estaño,,,contexto T
drill_ii_017,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,sheet,shit,/iː/,/ɪ/,medial,/ʃiːt/,/ʃɪt/,high,3,free,Sensitive pair,drill_ii_017,en,es,machine_translated,hoja,mierda,,,par sensible
drill_ii_018,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,cheap,chip,/iː/,/ɪ/,medial,/tʃiːp/,/tʃɪp/,high,2,free,Affricate initial,drill_ii_018,en,es,machine_translated,barato,chip,,,Inicial africana
drill_ii_019,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,keep,kip,/iː/,/ɪ/,medial,/kiːp/,/kɪp/,high,2,free,K-initial,drill_ii_019,en,es,machine_translated,mantener,dormir,,,K-inicial
drill_ii_020,pack_i_vs_I,Vowels: /i/ vs /I/,tenseness,seek,sick,/iː/,/ɪ/,medial,/siːk/,/sɪk/,high,2,free,Common words,drill_ii_020,en,es,machine_translated,buscar,enfermo,,,Palabras comunes
drill_eae_001,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,bet,bat,/ɛ/,/æ/,medial,/bɛt/,/bæt/,high,3,free,Mid vs low front,drill_eae_001,en,es,machine_translated,apuesta,murciélago,,,Frente medio vs bajo
drill_eae_002,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,pen,pan,/ɛ/,/æ/,medial,/pɛn/,/pæn/,high,3,free,Common pair,drill_eae_002,en,es,machine_translated,bolígrafo,cacerola,,,par común
drill_eae_003,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,bed,bad,/ɛ/,/æ/,medial,/bɛd/,/bæd/,high,3,free,High frequency,drill_eae_003,en,es,machine_translated,cama,malo,,,Frecuencia alta
drill_eae_004,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,set,sat,/ɛ/,/æ/,medial,/sɛt/,/sæt/,high,3,free,Verb tense,drill_eae_004,en,es,machine_translated,colocar,se sentó,,,tiempo verbal
drill_eae_005,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,met,mat,/ɛ/,/æ/,medial,/mɛt/,/mæt/,high,3,free,Common words,drill_eae_005,en,es,machine_translated,conoció,estera,,,Palabras comunes
drill_eae_006,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,head,had,/ɛ/,/æ/,medial,/hɛd/,/hæd/,high,3,free,High frequency,drill_eae_006,en,es,machine_translated,cabeza,tenía,,,Frecuencia alta
drill_eae_007,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,let,lat,/ɛ/,/æ/,medial,/lɛt/,/læt/,high,3,free,L-initial,drill_eae_007,en,es,machine_translated,dejar,latitud,,,L-inicial
drill_eae_008,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,men,man,/ɛ/,/æ/,medial,/mɛn/,/mæn/,high,3,free,Plural vs singular,drill_eae_008,en,es,machine_translated,hombres,hombre,,,Plural versus singular
drill_eae_009,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,pet,pat,/ɛ/,/æ/,medial,/pɛt/,/pæt/,high,3,free,Clear contrast,drill_eae_009,en,es,machine_translated,mascota,palmadita,,,Claro contraste
drill_eae_010,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,ten,tan,/ɛ/,/æ/,medial,/tɛn/,/tæn/,high,3,free,Number vs color,drill_eae_010,en,es,machine_translated,diez,broncearse,,,Número vs color
drill_eae_011,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,trek,track,/ɛ/,/æ/,medial,/trɛk/,/træk/,medium,4,free,Cluster initial,drill_eae_011,en,es,machine_translated,emigrar,pista,,,Inicial del cluster
drill_eae_012,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,send,sand,/ɛ/,/æ/,medial,/sɛnd/,/sænd/,high,3,free,Common words,drill_eae_012,en,es,machine_translated,enviar,arena,,,Palabras comunes
drill_eae_013,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,mesh,mash,/ɛ/,/æ/,medial,/mɛʃ/,/mæʃ/,medium,4,free,SH-final,drill_eae_013,en,es,machine_translated,malla,mezcla,,,SH-final
drill_eae_014,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,peck,pack,/ɛ/,/æ/,medial,/pɛk/,/pæk/,high,3,free,K-final,drill_eae_014,en,es,machine_translated,picotear,embalar,,,K-final
drill_eae_015,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,leg,lag,/ɛ/,/æ/,medial,/lɛɡ/,/læɡ/,high,3,free,G-final,drill_eae_015,en,es,machine_translated,pierna,retraso,,,G-final
drill_eae_016,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,gem,jam,/ɛ/,/æ/,medial,/dʒɛm/,/dʒæm/,high,3,free,Affricate initial,drill_eae_016,en,es,machine_translated,joya,atasco,,,Inicial africana
drill_eae_017,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,deck,dack,/ɛ/,/æ/,medial,/dɛk/,/dæk/,medium,4,free,Less common pair,drill_eae_017,en,es,machine_translated,cubierta,papá,,,pareja menos común
drill_eae_018,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,wed,wad,/ɛ/,/æ/,medial,/wɛd/,/wɑd/,medium,4,free,W-initial,drill_eae_018,en,es,machine_translated,casarse,taco,,,W-inicial
drill_eae_019,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,less,lass,/ɛ/,/æ/,medial,/lɛs/,/læs/,medium,4,free,S-final,drill_eae_019,en,es,machine_translated,menos,muchacha,,,S-final
drill_eae_020,pack_e_vs_ae,Vowels: /E/ vs /ae/,height,said,sad,/ɛ/,/æ/,medial,/sɛd/,/sæd/,high,3,free,Common contrast,drill_eae_020,en,es,machine_translated,dicho,triste,,,Contraste común
drill_201,drill_pack_11,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,sip,ship,/s/,/ʃ/,Initial,/sɪp/,/ʃɪp/,1,2,1,Classic CI challenge - spectral peak difference in high frequencies,drill_201,en,es,machine_translated,sorbo,barco,,,Desafío de CI clásico: diferencia de pico espectral en altas frecuencias
drill_202,drill_pack_11,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,sin,shin,/s/,/ʃ/,Initial,/sɪn/,/ʃɪn/,1,2,1,Front vowel context highlights sibilant contrast,drill_202,en,es,machine_translated,pecado,espinilla,,,El contexto de la vocal anterior resalta el contraste sibilante
