id,scenario_id,speaker,text_en,order,source_row_id,text_es,source_language,target_language,translation_status
scn_insurance_call_02,scn_insurance_call,Caller,Yes it's H-K-four-seven-two-nine-one.,2,scn_insurance_call_02,"Sí, es H-K-cuatro-siete-dos-nueve-uno.",en,es,machine_translated
scn_insurance_call_03,scn_insurance_call,Agent,Thank you. I see your account. What can I help you with today?,3,scn_insurance_call_03,Gracias. Veo tu cuenta. ¿En qué puedo ayudarte hoy?,en,es,machine_translated
scn_insurance_call_04,scn_insurance_call,Caller,I need to know if my plan covers hearing devices.,4,scn_insurance_call_04,Necesito saber si mi plan cubre dispositivos auditivos.,en,es,machine_translated
scn_insurance_call_05,scn_insurance_call,Agent,Let me check your benefits. Your plan does cover hearing devices up to three thousand dollars.,5,scn_insurance_call_05,Déjame comprobar tus beneficios. Su plan cubre dispositivos auditivos de hasta tres mil dólares.,en,es,machine_translated
scn_insurance_call_06,scn_insurance_call,Caller,Is there a copay for the audiologist visit?,6,scn_insurance_call_06,¿Hay copago por la visita al audiólogo?,en,es,machine_translated
scn_insurance_call_07,scn_insurance_call,Agent,There's a thirty dollar specialist copay per visit. Would you like me to find providers near you?,7,scn_insurance_call_07,Hay un copago de especialista de treinta dólares por visita. ¿Le gustaría que encontrara proveedores cerca de usted?,en,es,machine_translated
scn_insurance_call_08,scn_insurance_call,Caller,Yes please. I'm in the downtown area.,8,scn_insurance_call_08,"Sí, por favor. Estoy en la zona centro.",en,es,machine_translated
scn_flight_checkin_01,scn_flight_checkin,Agent,Next in line please. May I see your passport and booking confirmation?,1,scn_flight_checkin_01,"El siguiente en la fila, por favor. ¿Puedo ver su pasaporte y la confirmación de la reserva?",en,es,machine_translated
scn_flight_checkin_02,scn_flight_checkin,Passenger,Here you go. I'm on the two fifteen flight to Chicago.,2,scn_flight_checkin_02,Aquí tienes. Estoy en el vuelo de las dos quince a Chicago.,en,es,machine_translated
scn_flight_checkin_03,scn_flight_checkin,Agent,I see your reservation. Would you like a window or aisle seat?,3,scn_flight_checkin_03,Veo tu reserva. ¿Quieres un asiento junto a la ventana o en el pasillo?,en,es,machine_translated
scn_flight_checkin_04,scn_flight_checkin,Passenger,Aisle please if one is available.,4,scn_flight_checkin_04,Pasillo por favor si hay uno disponible.,en,es,machine_translated
scn_flight_checkin_05,scn_flight_checkin,Agent,I have fourteen C on the aisle. Are you checking any bags today?,5,scn_flight_checkin_05,Tengo catorce C en el pasillo. ¿Estás revisando alguna maleta hoy?,en,es,machine_translated
scn_flight_checkin_06,scn_flight_checkin,Passenger,Just this one suitcase. Is the flight on time?,6,scn_flight_checkin_06,Sólo esta maleta. Está el vuelo con hora?,en,es,machine_translated
scn_flight_checkin_07,scn_flight_checkin,Agent,Yes it's on schedule. Your gate is B twelve. Boarding starts at one forty-five.,7,scn_flight_checkin_07,"Sí, está según lo previsto. Su puerta es B doce. El embarque comienza a la una cuarenta y cinco.",en,es,machine_translated
scn_flight_checkin_08,scn_flight_checkin,Passenger,Thank you. Which way is security from here?,8,scn_flight_checkin_08,Gracias. ¿Hacia dónde está la seguridad desde aquí?,en,es,machine_translated
scn_car_rental_01,scn_car_rental,Agent,Welcome to the rental counter. Do you have a reservation?,1,scn_car_rental_01,Bienvenido al mostrador de alquiler. ¿Tiene una reserva?,en,es,machine_translated
scn_car_rental_02,scn_car_rental,Customer,Yes under the name Johnson. I reserved a mid-size car.,2,scn_car_rental_02,"Sí, bajo el nombre de Johnson. Reservé un coche mediano.",en,es,machine_translated
scn_car_rental_03,scn_car_rental,Agent,I found it. Would you like to upgrade to a full-size for ten dollars more per day?,3,scn_car_rental_03,Lo encontré. ¿Le gustaría actualizar a un tamaño completo por diez dólares más por día?,en,es,machine_translated
scn_car_rental_04,scn_car_rental,Customer,No thank you. The mid-size is fine.,4,scn_car_rental_04,"No, gracias. El tamaño mediano está bien.",en,es,machine_translated
scn_car_rental_05,scn_car_rental,Agent,Would you like to add insurance coverage?,5,scn_car_rental_05,¿Le gustaría agregar cobertura de seguro?,en,es,machine_translated
scn_car_rental_06,scn_car_rental,Customer,What does the basic coverage include?,6,scn_car_rental_06,¿Qué incluye la cobertura básica?,en,es,machine_translated
scn_car_rental_07,scn_car_rental,Agent,It covers collision damage with a five hundred dollar deductible. The full coverage has no deductible.,7,scn_car_rental_07,Cubre daños por colisión con un deducible de quinientos dólares. La cobertura total no tiene deducible.,en,es,machine_translated
scn_car_rental_08,scn_car_rental,Customer,I'll take the basic coverage. Where do I pick up the car?,8,scn_car_rental_08,Tomaré la cobertura básica. ¿Dónde recojo el coche?,en,es,machine_translated
scn_pet_store_01,scn_pet_store,Employee,Hi there. Can I help you find something?,1,scn_pet_store_01,Hola. ¿Puedo ayudarte a encontrar algo?,en,es,machine_translated
scn_pet_store_02,scn_pet_store,Customer,I'm looking for food for my new kitten. She's about ten weeks old.,2,scn_pet_store_02,Estoy buscando comida para mi nuevo gatito. Tiene unas diez semanas.,en,es,machine_translated
scn_pet_store_03,scn_pet_store,Employee,Congratulations on the new kitten. The kitten food is in aisle three.,3,scn_pet_store_03,Felicitaciones por el nuevo gatito. La comida para gatitos está en el pasillo tres.,en,es,machine_translated
scn_pet_store_04,scn_pet_store,Customer,Is there a brand you recommend?,4,scn_pet_store_04,¿Hay alguna marca que recomiendes?,en,es,machine_translated
scn_pet_store_05,scn_pet_store,Employee,This one is very popular with our customers. It has everything a growing kitten needs.,5,scn_pet_store_05,Este es muy popular entre nuestros clientes. Tiene todo lo que un gatito en crecimiento necesita.,en,es,machine_translated
scn_pet_store_06,scn_pet_store,Customer,How much should I feed her each day?,6,scn_pet_store_06,¿Cuánto debo alimentarla cada día?,en,es,machine_translated
scn_pet_store_07,scn_pet_store,Employee,At ten weeks about a quarter cup three times a day. The bag has a feeding guide too.,7,scn_pet_store_07,A las diez semanas aproximadamente un cuarto de taza tres veces al día. La bolsa también tiene una guía de alimentación.,en,es,machine_translated
scn_pet_store_08,scn_pet_store,Customer,Perfect. I also need a small litter box if you have one.,8,scn_pet_store_08,Perfecto. También necesito una caja de arena pequeña si tienes una.,en,es,machine_translated
scn_fitness_class_01,scn_fitness_class,Instructor,Welcome. Are you here for the morning yoga class?,1,scn_fitness_class_01,Bienvenido. ¿Estás aquí para la clase de yoga de la mañana?,en,es,machine_translated
scn_fitness_class_02,scn_fitness_class,Member,Yes. This is my first time. Do I need to sign in somewhere?,2,scn_fitness_class_02,Sí. Esta es mi primera vez. ¿Necesito iniciar sesión en algún lugar?,en,es,machine_translated
scn_fitness_class_03,scn_fitness_class,Instructor,Just put your name on the sheet by the door. Have you done yoga before?,3,scn_fitness_class_03,Sólo escribe tu nombre en la hoja junto a la puerta. ¿Has hecho yoga antes?,en,es,machine_translated
scn_fitness_class_04,scn_fitness_class,Member,A few times at home with videos. Never in a real class.,4,scn_fitness_class_04,Un par de veces en casa con videos. Nunca en una clase real.,en,es,machine_translated
scn_fitness_class_05,scn_fitness_class,Instructor,You'll do great. Grab a mat from the shelf over there.,5,scn_fitness_class_05,Lo harás genial. Coge un tapete del estante de allí.,en,es,machine_translated
scn_fitness_class_06,scn_fitness_class,Member,Should I take my shoes off?,6,scn_fitness_class_06,¿Debería quitarme los zapatos?,en,es,machine_translated
scn_fitness_class_07,scn_fitness_class,Instructor,Yes please. And feel free to modify any pose that's uncomfortable. Listen to your body.,7,scn_fitness_class_07,"Sí, por favor. Y siéntete libre de modificar cualquier postura que te resulte incómoda. Escuche a su cuerpo.",en,es,machine_translated
scn_fitness_class_08,scn_fitness_class,Member,Thanks. What time does the class end?,8,scn_fitness_class_08,Gracias. ¿A qué hora termina la clase?,en,es,machine_translated
scn_auto_parts_01,scn_auto_parts,Employee,What can I help you with today?,1,scn_auto_parts_01,¿En qué puedo ayudarte hoy?,en,es,machine_translated
scn_auto_parts_02,scn_auto_parts,Customer,I need wiper blades for a twenty twenty-two Honda Civic.,2,scn_auto_parts_02,Necesito limpiaparabrisas para un Honda Civic veinte veintidós.,en,es,machine_translated
scn_auto_parts_03,scn_auto_parts,Employee,Let me look that up. You'll need a twenty-six inch for the driver side and an eighteen for the passenger.,3,scn_auto_parts_03,Déjame buscar eso. Necesitará veintiséis pulgadas para el lado del conductor y dieciocho para el pasajero.,en,es,machine_translated
scn_auto_parts_04,scn_auto_parts,Customer,Do you have different quality levels?,4,scn_auto_parts_04,¿Tiene diferentes niveles de calidad?,en,es,machine_translated
scn_auto_parts_05,scn_auto_parts,Employee,We have standard and premium. The premium ones last about twice as long.,5,scn_auto_parts_05,Tenemos estándar y premium. Los premium duran aproximadamente el doble.,en,es,machine_translated
scn_auto_parts_06,scn_auto_parts,Customer,I'll go with the premium. Can you show me how to install them?,6,scn_auto_parts_06,Iré con la prima. ¿Puedes mostrarme cómo instalarlos?,en,es,machine_translated
scn_auto_parts_07,scn_auto_parts,Employee,Sure. It's really easy. You just lift the arm and press the release tab.,7,scn_auto_parts_07,Seguro. Es realmente fácil. Simplemente levanta el brazo y presiona la pestaña de liberación.,en,es,machine_translated
scn_auto_parts_08,scn_auto_parts,Customer,Great. I'll take both. Do you have windshield washer fluid too?,8,scn_auto_parts_08,Excelente. Tomaré ambos. ¿Tienes líquido limpiaparabrisas también?,en,es,machine_translated
scn_tax_prep_01,scn_tax_prep,Preparer,Good to see you again. Did you bring all your documents?,1,scn_tax_prep_01,Qué bueno verte de nuevo. ¿Trajiste todos tus documentos?,en,es,machine_translated
scn_tax_prep_02,scn_tax_prep,Client,I have my W-two and the mortgage interest statement. I think that's everything.,2,scn_tax_prep_02,Tengo mi W-dos y la declaración de intereses de la hipoteca. Creo que eso es todo.,en,es,machine_translated
scn_tax_prep_03,scn_tax_prep,Preparer,Did you have any medical expenses this year?,3,scn_tax_prep_03,¿Tuviste algún gasto médico este año?,en,es,machine_translated
scn_tax_prep_04,scn_tax_prep,Client,Yes actually. I had hearing device expenses totaling about four thousand dollars.,4,scn_tax_prep_04,"Sí, de hecho. Tuve gastos en aparatos auditivos por un total de unos cuatro mil dólares.",en,es,machine_translated
scn_tax_prep_05,scn_tax_prep,Preparer,Those may be deductible. Do you have the receipts?,5,scn_tax_prep_05,Estos pueden ser deducibles. ¿Tienes los recibos?,en,es,machine_translated
scn_tax_prep_06,scn_tax_prep,Client,I have them right here in this folder.,6,scn_tax_prep_06,Los tengo aquí en esta carpeta.,en,es,machine_translated
scn_tax_prep_07,scn_tax_prep,Preparer,Perfect. Based on what I see so far you should expect a refund this year.,7,scn_tax_prep_07,"Perfecto. Según lo que veo hasta ahora, debería esperar un reembolso este año.",en,es,machine_translated
scn_tax_prep_08,scn_tax_prep,Client,That's good news. How long until I receive it?,8,scn_tax_prep_08,Esas son buenas noticias. ¿Cuánto falta para recibirlo?,en,es,machine_translated
scn_real_estate_01,scn_real_estate,Agent,This is the two-bedroom unit I mentioned. It was renovated last year.,1,scn_real_estate_01,Esta es la unidad de dos dormitorios que mencioné. Fue renovado el año pasado.,en,es,machine_translated
scn_real_estate_02,scn_real_estate,Client,The kitchen looks nice. Is the dishwasher new?,2,scn_real_estate_02,La cocina se ve bonita. ¿El lavavajillas es nuevo?,en,es,machine_translated
scn_real_estate_03,scn_real_estate,Agent,Everything in the kitchen was replaced including the appliances and countertops.,3,scn_real_estate_03,"Se reemplazó todo en la cocina, incluidos los electrodomésticos y las encimeras.",en,es,machine_translated
scn_real_estate_04,scn_real_estate,Client,What floor is this on?,4,scn_real_estate_04,¿En qué piso está esto?,en,es,machine_translated
scn_real_estate_05,scn_real_estate,Agent,Third floor. There's an elevator in the building. The lease is twelve months.,5,scn_real_estate_05,Tercer piso. Hay un ascensor en el edificio. El contrato de arrendamiento es de doce meses.,en,es,machine_translated
scn_real_estate_06,scn_real_estate,Client,Are utilities included in the rent?,6,scn_real_estate_06,¿Los servicios públicos están incluidos en el alquiler?,en,es,machine_translated
scn_real_estate_07,scn_real_estate,Agent,Water and trash are included. You'd pay for electricity and internet separately.,7,scn_real_estate_07,El agua y la basura están incluidos. Pagarías la electricidad y el internet por separado.,en,es,machine_translated
scn_real_estate_08,scn_real_estate,Client,Can I see the bedroom? And is there parking available?,8,scn_real_estate_08,¿Puedo ver el dormitorio? ¿Y hay aparcamiento disponible?,en,es,machine_translated
scn_job_interview_01,scn_job_interview,Interviewer,Thank you for coming in today. Please have a seat.,1,scn_job_interview_01,Gracias por venir hoy. Por favor tome asiento.,en,es,machine_translated
scn_job_interview_02,scn_job_interview,Candidate,Thank you. I'm excited to learn more about the position.,2,scn_job_interview_02,Gracias. Estoy emocionado de aprender más sobre el puesto.,en,es,machine_translated
scn_job_interview_03,scn_job_interview,Interviewer,Tell me about your experience in customer service.,3,scn_job_interview_03,Cuéntame tu experiencia en atención al cliente.,en,es,machine_translated
scn_job_interview_04,scn_job_interview,Candidate,I worked at a retail store for three years handling returns and helping customers find products.,4,scn_job_interview_04,Trabajé en una tienda minorista durante tres años manejando devoluciones y ayudando a los clientes a encontrar productos.,en,es,machine_translated
scn_job_interview_05,scn_job_interview,Interviewer,What would you say is your greatest strength?,5,scn_job_interview_05,¿Cuál dirías que es tu mayor fortaleza?,en,es,machine_translated
scn_job_interview_06,scn_job_interview,Candidate,I'm a good listener and I stay calm when things get busy.,6,scn_job_interview_06,Soy un buen oyente y mantengo la calma cuando las cosas se ponen ocupadas.,en,es,machine_translated
scn_job_interview_07,scn_job_interview,Interviewer,When could you start if offered the position?,7,scn_job_interview_07,¿Cuándo podrías empezar si te ofrecieran el puesto?,en,es,machine_translated
scn_job_interview_08,scn_job_interview,Candidate,I could start in two weeks. I'd need to give notice at my current job.,8,scn_job_interview_08,Podría empezar en dos semanas. Necesitaría avisar en mi trabajo actual.,en,es,machine_translated
scn_parent_teacher_01,scn_parent_teacher,Teacher,Thanks for coming in. Your daughter is doing very well in reading.,1,scn_parent_teacher_01,Gracias por venir. A su hija le está yendo muy bien en lectura.,en,es,machine_translated
scn_parent_teacher_02,scn_parent_teacher,Parent,That's great to hear. She reads at home every night before bed.,2,scn_parent_teacher_02,Es genial escuchar eso. Lee en casa todas las noches antes de acostarse.,en,es,machine_translated
scn_parent_teacher_03,scn_parent_teacher,Teacher,I can tell. Her vocabulary has improved a lot this semester.,3,scn_parent_teacher_03,Puedo decirlo. Su vocabulario ha mejorado mucho este semestre.,en,es,machine_translated
scn_parent_teacher_04,scn_parent_teacher,Parent,How is she doing in math?,4,scn_parent_teacher_04,¿Cómo le va en matemáticas?,en,es,machine_translated
scn_parent_teacher_05,scn_parent_teacher,Teacher,Math is her weaker area. She sometimes struggles with word problems.,5,scn_parent_teacher_05,Las matemáticas son su área más débil. A veces tiene dificultades con los problemas planteados.,en,es,machine_translated
scn_parent_teacher_06,scn_parent_teacher,Parent,Is there anything we can practice at home?,6,scn_parent_teacher_06,¿Hay algo que podamos practicar en casa?,en,es,machine_translated
scn_parent_teacher_07,scn_parent_teacher,Teacher,I'll send home some worksheets. Ten minutes a day makes a big difference.,7,scn_parent_teacher_07,Enviaré a casa algunas hojas de trabajo. Diez minutos al día hacen una gran diferencia.,en,es,machine_translated
scn_parent_teacher_08,scn_parent_teacher,Parent,We'll do that. Does she get along well with the other children?,8,scn_parent_teacher_08,Lo haremos. ¿Se lleva bien con los otros niños?,en,es,machine_translated
scn_roadside_assist_01,scn_roadside_assist,Dispatcher,Roadside assistance. What's your location?,1,scn_roadside_assist_01,Asistencia en carretera. ¿Cuál es tu ubicación?,en,es,machine_translated
scn_roadside_assist_02,scn_roadside_assist,Caller,I'm on Highway twenty-seven about two miles south of the Elm Street exit.,2,scn_roadside_assist_02,"Estoy en la autopista veintisiete, a unos tres kilómetros al sur de la salida de Elm Street.",en,es,machine_translated
scn_roadside_assist_03,scn_roadside_assist,Dispatcher,What seems to be the problem?,3,scn_roadside_assist_03,¿Cuál parece ser el problema?,en,es,machine_translated
scn_roadside_assist_04,scn_roadside_assist,Caller,I have a flat tire on the right rear. I don't have a spare.,4,scn_roadside_assist_04,Tengo una llanta pinchada en la parte trasera derecha. No tengo repuesto.,en,es,machine_translated
scn_roadside_assist_05,scn_roadside_assist,Dispatcher,Are you in a safe location off the road?,5,scn_roadside_assist_05,¿Se encuentra en un lugar seguro fuera de la carretera?,en,es,machine_translated
scn_roadside_assist_06,scn_roadside_assist,Caller,Yes I pulled onto the shoulder. My hazard lights are on.,6,scn_roadside_assist_06,"Sí, me subí al hombro. Mis luces de emergencia están encendidas.",en,es,machine_translated
scn_roadside_assist_07,scn_roadside_assist,Dispatcher,Good. I'm sending a tow truck. It should arrive in about thirty to forty-five minutes.,7,scn_roadside_assist_07,Bien. Voy a enviar una grúa. Debería llegar en unos treinta o cuarenta y cinco minutos.,en,es,machine_translated
scn_roadside_assist_08,scn_roadside_assist,Caller,Thank you. Should I stay in the car or wait outside?,8,scn_roadside_assist_08,Gracias. ¿Debo quedarme en el auto o esperar afuera?,en,es,machine_translated
scn_drive_through_01,scn_drive_through,Employee,Welcome. Can I take your order?,1,scn_drive_through_01,Bienvenido. ¿Puedo tomar tu pedido?,en,es,machine_translated
scn_drive_through_02,scn_drive_through,Customer,Yes. Can I get a number three combo with no onions?,2,scn_drive_through_02,Sí. ¿Puedo conseguir una combinación número tres sin cebolla?,en,es,machine_translated
scn_drive_through_03,scn_drive_through,Employee,Sure. What size drink would you like?,3,scn_drive_through_03,Seguro. ¿Qué tamaño de bebida te gustaría?,en,es,machine_translated
scn_drive_through_04,scn_drive_through,Customer,Medium please. And could I get that with a lemonade instead of soda?,4,scn_drive_through_04,Medio por favor. ¿Y podría conseguirlo con limonada en lugar de refresco?,en,es,machine_translated
scn_drive_through_05,scn_drive_through,Employee,Lemonade is fine. Anything else?,5,scn_drive_through_05,La limonada está bien. ¿Algo más?,en,es,machine_translated
scn_drive_through_06,scn_drive_through,Customer,Can I also add a small fry on the side?,6,scn_drive_through_06,¿Puedo añadir también una fritura pequeña a un lado?,en,es,machine_translated
scn_drive_through_07,scn_drive_through,Employee,Got it. Your total is nine forty-seven. Please pull forward to the first window.,7,scn_drive_through_07,Entiendo. Tu total es nueve cuarenta y siete. Por favor avance hasta la primera ventana.,en,es,machine_translated
scn_drive_through_08,scn_drive_through,Customer,Thank you. Do you take contactless payment?,8,scn_drive_through_08,Gracias. ¿Aceptan pagos sin contacto?,en,es,machine_translated
scn_vet_visit_01,scn_vet_visit,Receptionist,Hi there. Welcome to the animal clinic. What's your pet's name?,1,scn_vet_visit_01,Hola. Bienvenido a la clínica de animales. ¿Cómo se llama tu mascota?,en,es,machine_translated
scn_vet_visit_02,scn_vet_visit,Owner,This is Daisy. She has an appointment at ten thirty.,2,scn_vet_visit_02,Esta es Margarita. Tiene una cita a las diez y media.,en,es,machine_translated
scn_vet_visit_03,scn_vet_visit,Receptionist,I see Daisy's appointment right here. Is this just a regular checkup?,3,scn_vet_visit_03,Veo la cita de Daisy aquí mismo. ¿Es esto sólo un chequeo regular?,en,es,machine_translated
scn_vet_visit_04,scn_vet_visit,Owner,Mostly. But she's also been scratching her ears a lot lately.,4,scn_vet_visit_04,Principalmente. Pero últimamente también se rasca mucho las orejas.,en,es,machine_translated
scn_vet_visit_05,scn_vet_visit,Receptionist,The doctor will take a look at that. Is Daisy up to date on her vaccinations?,5,scn_vet_visit_05,El médico le echará un vistazo. ¿Daisy está al día con sus vacunas?,en,es,machine_translated
scn_vet_visit_06,scn_vet_visit,Owner,I think so but I'm not sure about the rabies shot.,6,scn_vet_visit_06,"Creo que sí, pero no estoy seguro acerca de la vacuna contra la rabia.",en,es,machine_translated
scn_vet_visit_07,scn_vet_visit,Receptionist,We'll check her records. Please have a seat and the vet will be right with you.,7,scn_vet_visit_07,Comprobaremos sus registros. Tome asiento y el veterinario estará con usted.,en,es,machine_translated
scn_vet_visit_08,scn_vet_visit,Owner,Thank you. She gets a little nervous at the vet so I'll keep her on the leash.,8,scn_vet_visit_08,Gracias. Se pone un poco nerviosa en el veterinario así que la mantendré atada.,en,es,machine_translated
scn_clothing_return_01,scn_clothing_return,Associate,Hi. How can I help you today?,1,scn_clothing_return_01,Hola. ¿Cómo puedo ayudarte hoy?,en,es,machine_translated
scn_clothing_return_02,scn_clothing_return,Customer,I'd like to return this sweater. It doesn't fit right.,2,scn_clothing_return_02,Me gustaría devolver este suéter. No encaja bien.,en,es,machine_translated
scn_clothing_return_03,scn_clothing_return,Associate,Do you have the receipt?,3,scn_clothing_return_03,¿Tienes el recibo?,en,es,machine_translated
scn_clothing_return_04,scn_clothing_return,Customer,Yes here it is. I bought it last Saturday.,4,scn_clothing_return_04,"Sí, aquí está. Lo compré el sábado pasado.",en,es,machine_translated
scn_clothing_return_05,scn_clothing_return,Associate,That's within our thirty day return window. Would you like a refund or exchange?,5,scn_clothing_return_05,Eso está dentro de nuestro plazo de devolución de treinta días. ¿Quieres un reembolso o un cambio?,en,es,machine_translated
scn_clothing_return_06,scn_clothing_return,Customer,I'd like to exchange it for a larger size if you have one.,6,scn_clothing_return_06,Me gustaría cambiarlo por una talla más grande si tienes una.,en,es,machine_translated
scn_clothing_return_07,scn_clothing_return,Associate,Let me check the back. We might have a large in the same color.,7,scn_clothing_return_07,Déjame revisar la parte de atrás. Podríamos tener uno grande del mismo color.,en,es,machine_translated
scn_clothing_return_08,scn_clothing_return,Customer,Thank you. If not I'll just take the refund.,8,scn_clothing_return_08,"Gracias. Si no, aceptaré el reembolso.",en,es,machine_translated
scn_coffee_order_01,scn_coffee_order,Barista,Good morning. What can I get started for you?,1,scn_coffee_order_01,Buen día. ¿Qué puedo empezar por ti?,en,es,machine_translated
scn_coffee_order_02,scn_coffee_order,Customer,Can I get a large latte with oat milk?,2,scn_coffee_order_02,¿Puedo tomar un café con leche grande con leche de avena?,en,es,machine_translated
scn_coffee_order_03,scn_coffee_order,Barista,Sure. Hot or iced?,3,scn_coffee_order_03,Seguro. ¿Caliente o helado?,en,es,machine_translated
scn_coffee_order_04,scn_coffee_order,Customer,Hot please. And can you make it with an extra shot?,4,scn_coffee_order_04,Caliente por favor. ¿Y puedes hacerlo con una inyección extra?,en,es,machine_translated
scn_coffee_order_05,scn_coffee_order,Barista,Large hot oat milk latte with an extra shot. Anything else?,5,scn_coffee_order_05,Café con leche grande con leche de avena caliente con un trago extra. ¿Algo más?,en,es,machine_translated
scn_coffee_order_06,scn_coffee_order,Customer,Actually yes. Can I also get a blueberry muffin?,6,scn_coffee_order_06,"En realidad, sí. ¿Puedo conseguir también un muffin de arándanos?",en,es,machine_translated
scn_coffee_order_07,scn_coffee_order,Barista,Of course. Your total is eight twenty-five. Name for the order?,7,scn_coffee_order_07,Por supuesto. Tu total es ocho veinticinco. ¿Nombre del pedido?,en,es,machine_translated
scn_coffee_order_08,scn_coffee_order,Customer,It's Sarah. Thanks.,8,scn_coffee_order_08,Es Sara. Gracias.,en,es,machine_translated
scn_farmers_market_01,scn_farmers_market,Vendor,Good morning. Would you like to try a sample of our honey?,1,scn_farmers_market_01,Buen día. ¿Quieres probar una muestra de nuestra miel?,en,es,machine_translated
scn_farmers_market_02,scn_farmers_market,Customer,Sure. Oh that's delicious. How much for a jar?,2,scn_farmers_market_02,"Seguro. Oh, eso es delicioso. ¿Cuánto por un frasco?",en,es,machine_translated
scn_farmers_market_03,scn_farmers_market,Vendor,The small jar is eight dollars and the large is fourteen.,3,scn_farmers_market_03,El frasco pequeño cuesta ocho dólares y el grande catorce.,en,es,machine_translated
scn_farmers_market_04,scn_farmers_market,Customer,I'll take a large one. Do you also sell beeswax candles?,4,scn_farmers_market_04,Tomaré uno grande. ¿Vendes también velas de cera de abejas?,en,es,machine_translated
scn_farmers_market_05,scn_farmers_market,Vendor,We do. They're right here. Six dollars each or two for ten.,5,scn_farmers_market_05,Lo hacemos. Están justo aquí. Seis dólares cada uno o dos por diez.,en,es,machine_translated
scn_farmers_market_06,scn_farmers_market,Customer,I'll take two please. Do you accept cards?,6,scn_farmers_market_06,Tomaré dos por favor. ¿Aceptas tarjetas?,en,es,machine_translated
scn_farmers_market_07,scn_farmers_market,Vendor,Cash or card is fine. Would you like a bag?,7,scn_farmers_market_07,Efectivo o tarjeta está bien. ¿Quieres un bolso?,en,es,machine_translated
scn_farmers_market_08,scn_farmers_market,Customer,No thanks I brought my own. See you next week.,8,scn_farmers_market_08,"No gracias, traje el mío. Nos vemos la próxima semana.",en,es,machine_translated
scn_phone_banking_01,scn_phone_banking,System,Welcome to telephone banking. Please enter your account number followed by the pound key.,1,scn_phone_banking_01,Bienvenido a la banca telefónica. Ingrese su número de cuenta seguido de la tecla almohadilla.,en,es,machine_translated
scn_phone_banking_02,scn_phone_banking,Caller,I'd rather speak to a representative please.,2,scn_phone_banking_02,Prefiero hablar con un representante por favor.,en,es,machine_translated
scn_phone_banking_03,scn_phone_banking,Agent,Thank you for your patience. I can help you. May I have your account number?,3,scn_phone_banking_03,Gracias por tu paciencia. Puedo ayudarle. ¿Puedo darme su número de cuenta?,en,es,machine_translated
scn_phone_banking_04,scn_phone_banking,Caller,It's seven-two-four-eight-three-one-zero.,4,scn_phone_banking_04,Son siete-dos-cuatro-ocho-tres-uno-cero.,en,es,machine_translated
scn_phone_banking_05,scn_phone_banking,Agent,For security can you verify the last four digits of your social security number?,5,scn_phone_banking_05,"Por seguridad, ¿puede verificar los últimos cuatro dígitos de su número de seguro social?",en,es,machine_translated
scn_phone_banking_06,scn_phone_banking,Caller,Five-nine-two-one.,6,scn_phone_banking_06,Cinco nueve dos uno.,en,es,machine_translated
scn_phone_banking_07,scn_phone_banking,Agent,Thank you. Your checking account balance is two thousand three hundred forty-seven dollars. Is there anything else?,7,scn_phone_banking_07,Gracias. El saldo de su cuenta corriente es de dos mil trescientos cuarenta y siete dólares. ¿Hay algo más?,en,es,machine_translated
scn_phone_banking_08,scn_phone_banking,Caller,Can you also tell me if my direct deposit went through this week?,8,scn_phone_banking_08,¿Puede decirme también si mi depósito directo se realizó esta semana?,en,es,machine_translated
scn_neighbor_chat_01,scn_neighbor_chat,Neighbor,Hey there. Your garden looks amazing this year.,1,scn_neighbor_chat_01,Hola. Tu jardín luce increíble este año.,en,es,machine_translated
scn_neighbor_chat_02,scn_neighbor_chat,Resident,Thanks. I planted some new tomatoes and peppers this spring.,2,scn_neighbor_chat_02,Gracias. Planté algunos tomates y pimientos nuevos esta primavera.,en,es,machine_translated
scn_neighbor_chat_03,scn_neighbor_chat,Neighbor,I've been thinking about starting a garden. Is it a lot of work?,3,scn_neighbor_chat_03,He estado pensando en empezar un jardín. ¿Es mucho trabajo?,en,es,machine_translated
scn_neighbor_chat_04,scn_neighbor_chat,Resident,Not really once you get it set up. Watering takes about fifteen minutes a day.,4,scn_neighbor_chat_04,Realmente no una vez que lo configuras. El riego tarda unos quince minutos al día.,en,es,machine_translated
scn_neighbor_chat_05,scn_neighbor_chat,Neighbor,Did you hear about the block party next Saturday?,5,scn_neighbor_chat_05,¿Te enteraste de la fiesta del barrio el próximo sábado?,en,es,machine_translated
scn_neighbor_chat_06,scn_neighbor_chat,Resident,I saw the flyer. What time does it start?,6,scn_neighbor_chat_06,Vi el volante. ¿A qué hora empieza eso?,en,es,machine_translated
scn_neighbor_chat_07,scn_neighbor_chat,Neighbor,Four o'clock. They're closing off the street. Everyone's bringing food to share.,7,scn_neighbor_chat_07,Las cuatro en punto. Están cerrando la calle. Todos traen comida para compartir.,en,es,machine_translated
scn_neighbor_chat_08,scn_neighbor_chat,Resident,Sounds fun. I'll bring some of these tomatoes if they're ripe by then.,8,scn_neighbor_chat_08,Suena divertido. Traeré algunos de estos tomates si para entonces están maduros.,en,es,machine_translated
scn_gas_station_01,scn_gas_station,Cashier,Hi. What pump number?,1,scn_gas_station_01,Hola. ¿Qué número de bomba?,en,es,machine_translated
